relative_path,category,word_arabic,word_arabic_stripped,variant,signer_id,handedness,sign_type
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَنْجَرَةٌ مُلْتَهِبَةٌ.mp4,Diverse,حَنْجَرَةٌ مُلْتَهِبَةٌ,حنجرة ملتهبة,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَوْضُ اسْتِحْمَامٍ.mp4,Diverse,حَوْضُ اسْتِحْمَامٍ,حوض استحمام,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَيٌّ (سَكَنِيٌّ).mp4,Diverse,حَيٌّ (سَكَنِيٌّ),حي (سكني),,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَيَاةٌ.mp4,Diverse,حَيَاةٌ,حياة,,5,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَيَوَانٌ (إِشَارَة 1).mp4,Diverse,حَيَوَانٌ,حيوان,1,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَيَوَانٌ (إِشَارَة 2).mp4,Diverse,حَيَوَانٌ,حيوان,2,7,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حُبُوبٌ.mp4,Diverse,حُبُوبٌ,حبوب,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حُجَّةٌ.mp4,Diverse,حُجَّةٌ,حجة,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حُجْرَةُ نَوْم.mp4,Diverse,حُجْرَةُ نَوْم,حجرة نوم,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حُرٌّ (إِشَارَة 1).mp4,Diverse,حُرٌّ,حر,1,0,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حُرٌّ (إِشَارَة 2).mp4,Diverse,حُرٌّ,حر,2,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حُكُومَةٌ.mp4,Diverse,حُكُومَةٌ,حكومة,,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حُلْوٌ (إِشَارَة 1).mp4,Diverse,حُلْوٌ,حلو,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حُوت.mp4,Diverse,حُوت,حوت,,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِذَاءٌ (إِشَارَة 1).mp4,Diverse,حِذَاءٌ,حذاء,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِذَاءٌ بِرَقَبَةٍ (إِشَارَة 1).mp4,Diverse,حِذَاءٌ بِرَقَبَةٍ,حذاء برقبة,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِذَاءٌ رِيَاضِيٌّ (إِشَارَة 1).mp4,Diverse,حِذَاءٌ رِيَاضِيٌّ,حذاء رياضي,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِصَانٌ (إِشَارَة 1).mp4,Diverse,حِصَانٌ,حصان,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِصَانٌ (إِشَارَة 2).mp4,Diverse,حِصَانٌ,حصان,2,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِمَارٌ (إِشَارَة 1).mp4,Diverse,حِمَارٌ,حمار,1,5,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِمَارٌ وَحْشِيٌّ (إِشَارَة 1).mp4,Diverse,حِمَارٌ وَحْشِيٌّ,حمار وحشي,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِمَارٌ وَحْشِيٌّ (إِشَارَة 2).mp4,Diverse,حِمَارٌ وَحْشِيٌّ,حمار وحشي,2,2,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِمَارٌ وَحْشِيٌّ (إِشَارَة 3).mp4,Diverse,حِمَارٌ وَحْشِيٌّ,حمار وحشي,3,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِمَايَةٌ (إِشَارَة 1).mp4,Diverse,حِمَايَةٌ,حماية,1,5,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِمَايَةٌ (إِشَارَة 2).mp4,Diverse,حِمَايَةٌ,حماية,2,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِمَّصٌ.mp4,Diverse,حِمَّصٌ,حمص,,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِمْيَةٌ (إِشَارَة 1).mp4,Diverse,حِمْيَةٌ,حمية,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِنَّاءٌ.mp4,Diverse,حِنَّاءٌ,حناء,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِوَارٌ (إِشَارَة 1).mp4,Diverse,حِوَارٌ,حوار,1,5,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَاتَمٌ.mp4,Diverse,خَاتَمٌ,خاتم,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَادِمٌ.mp4,Diverse,خَادِمٌ,خادم,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَارِجَ.mp4,Diverse,خَارِجَ,خارج,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَالَةٌ.mp4,Diverse,خَالَةٌ,خالة,,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَائِفٌ (إِشَارَة 1).mp4,Diverse,خَائِفٌ,خائف,1,5,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَبَّأَ.mp4,Diverse,خَبَّأَ,خبأ,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَجُولٌ.mp4,Diverse,خَجُولٌ,خجول,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَدٌّ.mp4,Diverse,خَدٌّ,خد,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَدَشَ.mp4,Diverse,خَدَشَ,خدش,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَدَعَ (إِشَارَة 1).mp4,Diverse,خَدَعَ,خدع,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَدَعَ (إِشَارَة 2).mp4,Diverse,خَدَعَ,خدع,2,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَدَعَ (إِشَارَة 3).mp4,Diverse,خَدَعَ,خدع,3,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَرَجَ (إِشَارَة 1).mp4,Diverse,خَرَجَ,خرج,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَرَجَ (إِشَارَة 2).mp4,Diverse,خَرَجَ,خرج,2,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَرَجَ (إِشَارَة 3).mp4,Diverse,خَرَجَ,خرج,3,1,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَرَزٌ.mp4,Diverse,خَرَزٌ,خرز,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَرُوفٌ.mp4,Diverse,خَرُوفٌ,خروف,,4,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَرِيرٌ (إِشَارَة 1).mp4,Diverse,خَرِيرٌ,خرير,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَرِيرٌ (إِشَارَة 2).mp4,Diverse,خَرِيرٌ,خرير,2,7,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَسِرَ (إِشَارَة 1).mp4,Diverse,خَسِرَ,خسر,1,2,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَسِرَ (إِشَارَة 2).mp4,Diverse,خَسِرَ,خسر,2,2,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَشَبٌ.mp4,Diverse,خَشَبٌ,خشب,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَطَأٌ.mp4,Diverse,خَطَأٌ,خطأ,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَفَقَانُ (القَلْبِ).mp4,Diverse,خَفَقَانُ (القَلْبِ),خفقان (القلب),,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَلٌّ.mp4,Diverse,خَلٌّ,خل,,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَلْفَ (إِشَارَة 1).mp4,Diverse,خَلْفَ,خلف,1,2,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَمْرٌ.mp4,Diverse,خَمْرٌ,خمر,,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَمْسَة.mp4,Diverse,خَمْسَة,خمسة,,4,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَمْسَةُ آلاَفِ دِرْهَمٍ.mp4,Diverse,خَمْسَةُ آلاَفِ دِرْهَمٍ,خمسة آلاف درهم,,-1,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَمْسَةُ دَراهِمَ.mp4,Diverse,خَمْسَةُ دَراهِمَ,خمسة دراهم,,7,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَمْسُ مِئَةِ دِرْهَمٍ.mp4,Diverse,خَمْسُ مِئَةِ دِرْهَمٍ,خمس مئة درهم,,7,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَمْسُونَ دِرْهَمًا.mp4,Diverse,خَمْسُونَ دِرْهَمًا,خمسون درهما,,7,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَوْخٌ (إِشَارَة 1).mp4,Diverse,خَوْخٌ,خوخ,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَيْطٌ.mp4,Diverse,خَيْطٌ,خيط,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَيْمَةٌ (إِشَارَة 1).mp4,Diverse,خَيْمَةٌ,خيمة,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خُبْزٌ (إِشَارَة 1).mp4,Diverse,خُبْزٌ,خبز,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خُرِيبْكَة.mp4,Diverse,خُرِيبْكَة,خريبكة,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خُرْشُوفٌ.mp4,Diverse,خُرْشُوفٌ,خرشوف,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خُنْفُسَاءٌ.mp4,Diverse,خُنْفُسَاءٌ,خنفساء,,0,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خُوذَةٌ.mp4,Diverse,خُوذَةٌ,خوذة,,5,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خِتَان.mp4,Diverse,خِتَان,ختان,,6,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خِزَانَةٌ.mp4,Diverse,خِزَانَةٌ,خزانة,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خِنَّوْصٌ (إِشَارَة 1).mp4,Diverse,خِنَّوْصٌ,خنوص,1,6,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خِنْزِيرٌ (إِشَارَة 1).mp4,Diverse,خِنْزِيرٌ,خنزير,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خِنْزِيرٌ بَرِّي.mp4,Diverse,خِنْزِيرٌ بَرِّي,خنزير بري,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خِيَاطَةٌ.mp4,Diverse,خِيَاطَةٌ,خياطة,,0,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَاخِلَ.mp4,Diverse,دَاخِلَ,داخل,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَارُ الشَّبَابِ (إِشَارَة 1).mp4,Diverse,دَارُ الشَّبَابِ,دار الشباب,1,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَارُ سَكِّ النُّقُودِ (إِشَارَة 1).mp4,Diverse,دَارُ سَكِّ النُّقُودِ,دار سك النقود,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَبَّاسَةٌ.mp4,Diverse,دَبَّاسَةٌ,دباسة,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَجَاجٌ بَلَدِيٌّ.mp4,Diverse,دَجَاجٌ بَلَدِيٌّ,دجاج بلدي,,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَجَاجَةٌ (إِشَارَة 1).mp4,Diverse,دَجَاجَةٌ,دجاجة,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَجَاجَةٌ (إِشَارَة 2).mp4,Diverse,دَجَاجَةٌ,دجاجة,2,0,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَخَلَ.mp4,Diverse,دَخَلَ,دخل,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَخَّنَ.mp4,Diverse,دَخَّنَ,دخن,,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَرَجٌ.mp4,Diverse,دَرَجٌ,درج,,4,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَرَسَ (إِشَارَة 1).mp4,Diverse,دَرَسَ,درس,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَرَسَ (إِشَارَة 2).mp4,Diverse,دَرَسَ,درس,2,1,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَرَّاجَةٌ نَارِيَّةٌ.mp4,Diverse,دَرَّاجَةٌ نَارِيَّةٌ,دراجة نارية,,0,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَرَّاجَةٌ هَوَائِيَّةٌ.mp4,Diverse,دَرَّاجَةٌ هَوَائِيَّةٌ,دراجة هوائية,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَرْسٌ (إِشَارَة 1).mp4,Diverse,دَرْسٌ,درس,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَشَّنَ.mp4,Diverse,دَشَّنَ,دشن,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَغْدَغَ.mp4,Diverse,دَغْدَغَ,دغدغ,,4,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَفَعَ.mp4,Diverse,دَفَعَ,دفع,,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَفْتَرٌ (إِشَارَة 1).mp4,Diverse,دَفْتَرٌ,دفتر,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَفْتَرٌ (إِشَارَة 2).mp4,Diverse,دَفْتَرٌ,دفتر,2,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَفْتَرٌ (إِشَارَة 3).mp4,Diverse,دَفْتَرٌ,دفتر,3,1,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَلْوٌ.mp4,Diverse,دَلْوٌ,دلو,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَمٌ (إِشَارَة 1).mp4,Diverse,دَمٌ,دم,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَمٌ (إِشَارَة 2).mp4,Diverse,دَمٌ,دم,2,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَمٌ (إِشَارَة 3).mp4,Diverse,دَمٌ,دم,3,1,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَهِشَ.mp4,Diverse,دَهِشَ,دهش,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَوَاءٌ.mp4,Diverse,دَوَاءٌ,دواء,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُبٌّ (إِشَارَة 1).mp4,Diverse,دُبٌّ,دب,1,5,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُبٌّ (إِشَارَة 2).mp4,Diverse,دُبٌّ,دب,2,1,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُرْجٌ.mp4,Diverse,دُرْجٌ,درج,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُلْفِينٌ.mp4,Diverse,دُلْفِينٌ,دلفين,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُمْلُجٌ.mp4,Diverse,دُمْلُجٌ,دملج,,2,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُمْيَةٌ (إِشَارَة 1).mp4,Diverse,دُمْيَةٌ,دمية,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُمْيَةٌ (إِشَارَة 2).mp4,Diverse,دُمْيَةٌ,دمية,2,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُمْيَةُ دُبٍّ.mp4,Diverse,دُمْيَةُ دُبٍّ,دمية دب,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُودَةٌ (إِشَارَة 1).mp4,Diverse,دُودَةٌ,دودة,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُولاَرٌ.mp4,Diverse,دُولاَرٌ,دولار,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِبْلُومٌ.mp4,Diverse,دِبْلُومٌ,دبلوم,,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِرْهَمٌ (إِشَارَة 1).mp4,Diverse,دِرْهَمٌ,درهم,1,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِرْهَمٌ (إِشَارَة 2).mp4,Diverse,دِرْهَمٌ,درهم,2,1,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِفَاعٌ (إِشَارَة 1).mp4,Diverse,دِفَاعٌ,دفاع,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِفَاعٌ (إِشَارَة 2).mp4,Diverse,دِفَاعٌ,دفاع,2,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِفَاعٌ (إِشَارَة 3).mp4,Diverse,دِفَاعٌ,دفاع,3,1,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِمَاغٌ (إِشَارَة 1).mp4,Diverse,دِمَاغٌ,دماغ,1,7,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِمَاغٌ (إِشَارَة 2).mp4,Diverse,دِمَاغٌ,دماغ,2,2,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِهَان.mp4,Diverse,دِهَان,دهان,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِيكٌ (إِشَارَة 1).mp4,Diverse,دِيكٌ,ديك,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِيكٌ (إِشَارَة 2).mp4,Diverse,دِيكٌ,ديك,2,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِيكٌ رُومِيٌّ.mp4,Diverse,دِيكٌ رُومِيٌّ,ديك رومي,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذَاقَ.mp4,Diverse,ذَاقَ,ذاق,,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذَاكِرَةٌ.mp4,Diverse,ذَاكِرَةٌ,ذاكرة,,2,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذَقْنٌ.mp4,Diverse,ذَقْنٌ,ذقن,,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذَهَابًا وَإِيَّابًا.mp4,Diverse,ذَهَابًا وَإِيَّابًا,ذهابا وإيابا,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذَهَبٌ (إِشَارَة 1).mp4,Diverse,ذَهَبٌ,ذهب,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذَهَبٌ (إِشَارَة 2).mp4,Diverse,ذَهَبٌ,ذهب,2,1,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذَهَبَ.mp4,Diverse,ذَهَبَ,ذهب,,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذَيْلٌ.mp4,Diverse,ذَيْلٌ,ذيل,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذُبَابَةٌ (إِشَارَة 1).mp4,Diverse,ذُبَابَةٌ,ذبابة,1,4,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذُرَةٌ.mp4,Diverse,ذُرَةٌ,ذرة,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذِرَاعٌ.mp4,Diverse,ذِرَاعٌ,ذراع,,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذِئْبٌ.mp4,Diverse,ذِئْبٌ,ذئب,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَاجَعَ (إِشَارَة 1).mp4,Diverse,رَاجَعَ,راجع,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَاجَعَ (إِشَارَة 2).mp4,Diverse,رَاجَعَ,راجع,2,1,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَاجِلٌ.mp4,Diverse,رَاجِلٌ,راجل,,4,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَاشِدٌ (إِشَارَة 1).mp4,Diverse,رَاشِدٌ,راشد,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَاشِدٌ (إِشَارَة 2).mp4,Diverse,رَاشِدٌ,راشد,2,7,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَاقَبَ (إِشَارَة 1).mp4,Diverse,رَاقَبَ,راقب,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَاقَبَ (إِشَارَة 2).mp4,Diverse,رَاقَبَ,راقب,2,1,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَأَى.mp4,Diverse,رَأَى,رأى,,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَأْسٌ (إِشَارَة 1).mp4,Diverse,رَأْسٌ,رأس,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَأْسٌ (إِشَارَة 2).mp4,Diverse,رَأْسٌ,رأس,2,1,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَبِحَ.mp4,Diverse,رَبِحَ,ربح,,5,both,lexical
