relative_path,category,word_arabic,word_arabic_stripped,variant,split
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَوْضُ اسْتِحْمَامٍ.mp4,Diverse,حَوْضُ اسْتِحْمَامٍ,حوض استحمام,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَيٌّ (سَكَنِيٌّ).mp4,Diverse,حَيٌّ (سَكَنِيٌّ),حي (سكني),,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَيَاةٌ.mp4,Diverse,حَيَاةٌ,حياة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَيَوَانٌ (إِشَارَة 1).mp4,Diverse,حَيَوَانٌ,حيوان,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حُبُوبٌ.mp4,Diverse,حُبُوبٌ,حبوب,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حُجَّةٌ.mp4,Diverse,حُجَّةٌ,حجة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حُجْرَةُ نَوْم.mp4,Diverse,حُجْرَةُ نَوْم,حجرة نوم,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حُرٌّ (إِشَارَة 1).mp4,Diverse,حُرٌّ,حر,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حُكُومَةٌ.mp4,Diverse,حُكُومَةٌ,حكومة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حُلْوٌ (إِشَارَة 1).mp4,Diverse,حُلْوٌ,حلو,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حُوت.mp4,Diverse,حُوت,حوت,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِذَاءٌ (إِشَارَة 1).mp4,Diverse,حِذَاءٌ,حذاء,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِذَاءٌ بِرَقَبَةٍ (إِشَارَة 1).mp4,Diverse,حِذَاءٌ بِرَقَبَةٍ,حذاء برقبة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِذَاءٌ رِيَاضِيٌّ (إِشَارَة 1).mp4,Diverse,حِذَاءٌ رِيَاضِيٌّ,حذاء رياضي,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِصَانٌ (إِشَارَة 1).mp4,Diverse,حِصَانٌ,حصان,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِمَارٌ (إِشَارَة 1).mp4,Diverse,حِمَارٌ,حمار,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِمَارٌ وَحْشِيٌّ (إِشَارَة 1).mp4,Diverse,حِمَارٌ وَحْشِيٌّ,حمار وحشي,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِمَايَةٌ (إِشَارَة 1).mp4,Diverse,حِمَايَةٌ,حماية,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِمَّصٌ.mp4,Diverse,حِمَّصٌ,حمص,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِمْيَةٌ (إِشَارَة 1).mp4,Diverse,حِمْيَةٌ,حمية,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِنَّاءٌ.mp4,Diverse,حِنَّاءٌ,حناء,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حِوَارٌ (إِشَارَة 1).mp4,Diverse,حِوَارٌ,حوار,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَاتَمٌ.mp4,Diverse,خَاتَمٌ,خاتم,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَادِمٌ.mp4,Diverse,خَادِمٌ,خادم,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَارِجَ.mp4,Diverse,خَارِجَ,خارج,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَالَةٌ.mp4,Diverse,خَالَةٌ,خالة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَائِفٌ (إِشَارَة 1).mp4,Diverse,خَائِفٌ,خائف,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَبَّأَ.mp4,Diverse,خَبَّأَ,خبأ,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَجُولٌ.mp4,Diverse,خَجُولٌ,خجول,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَدٌّ.mp4,Diverse,خَدٌّ,خد,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَدَشَ.mp4,Diverse,خَدَشَ,خدش,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَدَعَ (إِشَارَة 1).mp4,Diverse,خَدَعَ,خدع,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَرَجَ (إِشَارَة 1).mp4,Diverse,خَرَجَ,خرج,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَرَزٌ.mp4,Diverse,خَرَزٌ,خرز,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَرُوفٌ.mp4,Diverse,خَرُوفٌ,خروف,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَرِيرٌ (إِشَارَة 1).mp4,Diverse,خَرِيرٌ,خرير,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَسِرَ (إِشَارَة 1).mp4,Diverse,خَسِرَ,خسر,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَشَبٌ.mp4,Diverse,خَشَبٌ,خشب,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَطَأٌ.mp4,Diverse,خَطَأٌ,خطأ,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَفَقَانُ (القَلْبِ).mp4,Diverse,خَفَقَانُ (القَلْبِ),خفقان (القلب),,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَلٌّ.mp4,Diverse,خَلٌّ,خل,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَلْفَ (إِشَارَة 1).mp4,Diverse,خَلْفَ,خلف,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَمْرٌ.mp4,Diverse,خَمْرٌ,خمر,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَمْسَة.mp4,Diverse,خَمْسَة,خمسة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَمْسَةُ آلاَفِ دِرْهَمٍ.mp4,Diverse,خَمْسَةُ آلاَفِ دِرْهَمٍ,خمسة آلاف درهم,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَمْسَةُ دَراهِمَ.mp4,Diverse,خَمْسَةُ دَراهِمَ,خمسة دراهم,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَمْسُ مِئَةِ دِرْهَمٍ.mp4,Diverse,خَمْسُ مِئَةِ دِرْهَمٍ,خمس مئة درهم,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَمْسُونَ دِرْهَمًا.mp4,Diverse,خَمْسُونَ دِرْهَمًا,خمسون درهما,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَوْخٌ (إِشَارَة 1).mp4,Diverse,خَوْخٌ,خوخ,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَيْطٌ.mp4,Diverse,خَيْطٌ,خيط,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خَيْمَةٌ (إِشَارَة 1).mp4,Diverse,خَيْمَةٌ,خيمة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خُبْزٌ (إِشَارَة 1).mp4,Diverse,خُبْزٌ,خبز,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خُرِيبْكَة.mp4,Diverse,خُرِيبْكَة,خريبكة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خُرْشُوفٌ.mp4,Diverse,خُرْشُوفٌ,خرشوف,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خُنْفُسَاءٌ.mp4,Diverse,خُنْفُسَاءٌ,خنفساء,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خُوذَةٌ.mp4,Diverse,خُوذَةٌ,خوذة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خِتَان.mp4,Diverse,خِتَان,ختان,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خِزَانَةٌ.mp4,Diverse,خِزَانَةٌ,خزانة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خِنَّوْصٌ (إِشَارَة 1).mp4,Diverse,خِنَّوْصٌ,خنوص,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خِنْزِيرٌ (إِشَارَة 1).mp4,Diverse,خِنْزِيرٌ,خنزير,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خِنْزِيرٌ بَرِّي.mp4,Diverse,خِنْزِيرٌ بَرِّي,خنزير بري,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/خِيَاطَةٌ.mp4,Diverse,خِيَاطَةٌ,خياطة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَاخِلَ.mp4,Diverse,دَاخِلَ,داخل,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَارُ الشَّبَابِ (إِشَارَة 1).mp4,Diverse,دَارُ الشَّبَابِ,دار الشباب,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَارُ سَكِّ النُّقُودِ (إِشَارَة 1).mp4,Diverse,دَارُ سَكِّ النُّقُودِ,دار سك النقود,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَبَّاسَةٌ.mp4,Diverse,دَبَّاسَةٌ,دباسة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَجَاجٌ بَلَدِيٌّ.mp4,Diverse,دَجَاجٌ بَلَدِيٌّ,دجاج بلدي,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَجَاجَةٌ (إِشَارَة 1).mp4,Diverse,دَجَاجَةٌ,دجاجة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَخَلَ.mp4,Diverse,دَخَلَ,دخل,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَخَّنَ.mp4,Diverse,دَخَّنَ,دخن,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَرَجٌ.mp4,Diverse,دَرَجٌ,درج,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَرَسَ (إِشَارَة 1).mp4,Diverse,دَرَسَ,درس,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَرَّاجَةٌ نَارِيَّةٌ.mp4,Diverse,دَرَّاجَةٌ نَارِيَّةٌ,دراجة نارية,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَرَّاجَةٌ هَوَائِيَّةٌ.mp4,Diverse,دَرَّاجَةٌ هَوَائِيَّةٌ,دراجة هوائية,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَرْسٌ (إِشَارَة 1).mp4,Diverse,دَرْسٌ,درس,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَشَّنَ.mp4,Diverse,دَشَّنَ,دشن,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَغْدَغَ.mp4,Diverse,دَغْدَغَ,دغدغ,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَفَعَ.mp4,Diverse,دَفَعَ,دفع,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَفْتَرٌ (إِشَارَة 1).mp4,Diverse,دَفْتَرٌ,دفتر,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَلْوٌ.mp4,Diverse,دَلْوٌ,دلو,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَمٌ (إِشَارَة 1).mp4,Diverse,دَمٌ,دم,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَهِشَ.mp4,Diverse,دَهِشَ,دهش,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَوَاءٌ.mp4,Diverse,دَوَاءٌ,دواء,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُبٌّ (إِشَارَة 1).mp4,Diverse,دُبٌّ,دب,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُرْجٌ.mp4,Diverse,دُرْجٌ,درج,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُلْفِينٌ.mp4,Diverse,دُلْفِينٌ,دلفين,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُمْلُجٌ.mp4,Diverse,دُمْلُجٌ,دملج,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُمْيَةٌ (إِشَارَة 1).mp4,Diverse,دُمْيَةٌ,دمية,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُمْيَةُ دُبٍّ.mp4,Diverse,دُمْيَةُ دُبٍّ,دمية دب,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُودَةٌ (إِشَارَة 1).mp4,Diverse,دُودَةٌ,دودة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُولاَرٌ.mp4,Diverse,دُولاَرٌ,دولار,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِبْلُومٌ.mp4,Diverse,دِبْلُومٌ,دبلوم,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِرْهَمٌ (إِشَارَة 1).mp4,Diverse,دِرْهَمٌ,درهم,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِفَاعٌ (إِشَارَة 1).mp4,Diverse,دِفَاعٌ,دفاع,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِمَاغٌ (إِشَارَة 1).mp4,Diverse,دِمَاغٌ,دماغ,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِهَان.mp4,Diverse,دِهَان,دهان,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِيكٌ (إِشَارَة 1).mp4,Diverse,دِيكٌ,ديك,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِيكٌ رُومِيٌّ.mp4,Diverse,دِيكٌ رُومِيٌّ,ديك رومي,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذَاقَ.mp4,Diverse,ذَاقَ,ذاق,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذَاكِرَةٌ.mp4,Diverse,ذَاكِرَةٌ,ذاكرة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذَقْنٌ.mp4,Diverse,ذَقْنٌ,ذقن,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذَهَابًا وَإِيَّابًا.mp4,Diverse,ذَهَابًا وَإِيَّابًا,ذهابا وإيابا,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذَهَبٌ (إِشَارَة 1).mp4,Diverse,ذَهَبٌ,ذهب,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذَهَبَ.mp4,Diverse,ذَهَبَ,ذهب,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذَيْلٌ.mp4,Diverse,ذَيْلٌ,ذيل,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذُبَابَةٌ (إِشَارَة 1).mp4,Diverse,ذُبَابَةٌ,ذبابة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذُرَةٌ.mp4,Diverse,ذُرَةٌ,ذرة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذِرَاعٌ.mp4,Diverse,ذِرَاعٌ,ذراع,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذِئْبٌ.mp4,Diverse,ذِئْبٌ,ذئب,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَاجَعَ (إِشَارَة 1).mp4,Diverse,رَاجَعَ,راجع,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَاجِلٌ.mp4,Diverse,رَاجِلٌ,راجل,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَاشِدٌ (إِشَارَة 1).mp4,Diverse,رَاشِدٌ,راشد,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَاقَبَ (إِشَارَة 1).mp4,Diverse,رَاقَبَ,راقب,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَأَى.mp4,Diverse,رَأَى,رأى,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَأْسٌ (إِشَارَة 1).mp4,Diverse,رَأْسٌ,رأس,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَبِحَ.mp4,Diverse,رَبِحَ,ربح,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَجُلٌ (إِشَارَة 1).mp4,Diverse,رَجُلٌ,رجل,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَسْمٌ.mp4,Diverse,رَسْمٌ,رسم,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَشَّ.mp4,Diverse,رَشَّ,رش,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَشْفَةٌ.mp4,Diverse,رَشْفَةٌ,رشفة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَشْوَةٌ (إِشَارَة 1).mp4,Diverse,رَشْوَةٌ,رشوة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَصَّاصٌ.mp4,Diverse,رَصَّاصٌ,رصاص,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَضَّاعَةٌ.mp4,Diverse,رَضَّاعَةٌ,رضاعة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَضِيعٌ (إِشَارَة 1).mp4,Diverse,رَضِيعٌ,رضيع,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَعْدٌ.mp4,Diverse,رَعْدٌ,رعد,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَفَضَ.mp4,Diverse,رَفَضَ,رفض,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَقَائِقُ بَطَاطِسٍ مَقْلِيَّةٍ (إِشَارَة 1).mp4,Diverse,رَقَائِقُ بَطَاطِسٍ مَقْلِيَّةٍ,رقائق بطاطس مقلية,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَقَائِقُ حُبُوبِ الْإِفْطَارِ.mp4,Diverse,رَقَائِقُ حُبُوبِ الْإِفْطَارِ,رقائق حبوب الإفطار,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَقَصَ.mp4,Diverse,رَقَصَ,رقص,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَكَلَ.mp4,Diverse,رَكَلَ,ركل,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَكَّزَ.mp4,Diverse,رَكَّزَ,ركز,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَكِبَ.mp4,Diverse,رَكِبَ,ركب,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَمَادِيٌّ (إِشَارَة 1).mp4,Diverse,رَمَادِيٌّ,رمادي,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَمَضَانُ (إِشَارَة 1).mp4,Diverse,رَمَضَانُ,رمضان,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَمْزٌ (إِشَارَة 1).mp4,Diverse,رَمْزٌ,رمز,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَمْلٌ.mp4,Diverse,رَمْلٌ,رمل,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَمْيُ الرُّمْحِ.mp4,Diverse,رَمْيُ الرُّمْحِ,رمي الرمح,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَوْضَةُ أَطْفَالٍ.mp4,Diverse,رَوْضَةُ أَطْفَالٍ,روضة أطفال,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَئِيسُ المَطْبَخِ (إِشَارَة 1).mp4,Diverse,رَئِيسُ المَطْبَخِ,رئيس المطبخ,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَئِيسُ جَوْقَة.mp4,Diverse,رَئِيسُ جَوْقَة,رئيس جوقة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رُبَّمَا.mp4,Diverse,رُبَّمَا,ربما,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رُخْصَةُ السِّيَاقَةِ.mp4,Diverse,رُخْصَةُ السِّيَاقَةِ,رخصة السياقة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رُكْبَةٌ.mp4,Diverse,رُكْبَةٌ,ركبة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رُكْنٌ.mp4,Diverse,رُكْنٌ,ركن,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رُمَّان (إِشَارَة 1).mp4,Diverse,رُمَّان,رمان,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رُوحٌ (إِشَارَة 1).mp4,Diverse,رُوحٌ,روح,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رِجْلٌ.mp4,Diverse,رِجْلٌ,رجل,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رِزْقٌ (إِشَارَة 1).mp4,Diverse,رِزْقٌ,رزق,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رِيحٌ.mp4,Diverse,رِيحٌ,ريح,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رِيَاضَةٌ.mp4,Diverse,رِيَاضَةٌ,رياضة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رِيَاضِيَّاتٌ.mp4,Diverse,رِيَاضِيَّاتٌ,رياضيات,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رِئَةٌ.mp4,Diverse,رِئَةٌ,رئة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زَارَ (إِشَارَة 1).mp4,Diverse,زَارَ,زار,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زَائِد.mp4,Diverse,زَائِد,زائد,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زَبَادِي.mp4,Diverse,زَبَادِي,زبادي,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زَبِيب (إِشَارَة 1).mp4,Diverse,زَبِيب,زبيب,1,train
